20230801;4;9;9;35105;3511;31594;10110;7305;9883;4296;59;F56
20230901;4;4;4;45510;12288;33222;6977;8136;12335;5774;82;F57
20231001;2;10;8;49770;10452;39318;14548;7431;12633;4706;63;F58
20231101;4;6;8;8352;334;8018;2886;1437;2104;1591;58;F59
20231201;1;2;6;34272;4455;29817;6858;9184;11709;2066;68;F60
20240101;1;5;2;32319;2262;30057;9017;7574;10099;3367;63;F61
20240201;3;10;8;28671;6881;21790;6973;5779;8446;592;57;F62
20240301;2;2;7;10065;2617;7448;2234;1356;2190;1668;55;F63
20240401;4;2;4;6572;197;6375;1913;1562;2499;401;53;F64
20240501;2;7;10;23382;6547;16835;6229;3394;4773;2439;54;F65
20240601;4;2;4;58050;15093;42957;12458;8845;13420;8234;86;F66
20240701;4;3;10;29376;2056;27320;10108;5680;8434;3098;48;F67
20240801;2;5;2;24494;4409;20085;6427;4371;5873;3414;74;F68
20240901;5;6;7;23970;4075;19895;4775;5746;7560;1814;34;F69
20241001;4;3;9;44517;890;43627;10907;12434;13742;6544;57;F70
20241101;5;9;1;34944;7338;27606;8282;5990;10048;3286;64;F71
20241201;2;4;7;6716;940;5776;2022;1239;1877;638;46;F72
20230101;4;3;2;30720;1229;29491;6193;6523;12581;4194;64;F73
20230201;5;6;5;51744;15006;36738;12124;9353;13292;1969;77;F74
20230301;5;9;6;5994;1558;4436;1331;1087;1304;714;37;F75
20230401;4;7;8;10175;1119;9056;2626;2251;3151;1028;55;F76
20230501;2;3;6;25200;7560;17640;6527;2778;4667;3668;36;F77
20230601;4;10;5;19575;4698;14877;3719;3571;6695;892;87;F78
20230701;4;1;6;28200;3948;24252;5093;5939;8622;4598;50;F79
20230801;3;10;3;52052;8328;43724;8745;11193;15741;8045;77;F80
20230901;1;7;4;14022;3926;10096;2322;3032;3110;1632;38;F81
20231001;4;9;6;7992;1598;6394;2366;1450;2417;161;74;F82
20231101;2;10;9;27819;7789;20030;7211;4102;5512;3205;99;F83
20231201;1;1;2;17820;3208;14612;3361;3600;6526;1125;44;F84
20240101;3;2;8;17598;2288;15310;4287;3858;5512;1653;42;F85
20240201;3;3;8;18368;3123;15245;4878;3628;6220;519;64;F86
20240301;5;1;5;11664;2683;8981;2066;2282;3665;968;48;F87
20240401;4;9;9;34656;6238;28418;8525;5570;9947;4376;57;F88
20240501;5;2;10;13066;1568;11498;2875;3191;3794;1638;94;F89
20240601;2;4;9;47096;2826;44270;9297;10842;16787;7344;56;F90
20240701;1;2;3;31217;8116;23101;8778;5586;6302;2435;53;F91
20240801;5;10;7;5900;1416;4484;1345;879;1381;879;50;F92
20240901;3;9;1;44457;8002;36455;12759;7109;12085;4502;87;F93
20241001;4;10;5;48441;3875;44566;15152;11177;15589;2648;67;F94
20241101;4;2;6;35972;8274;27698;6925;6647;12048;2078;68;F95
20241201;3;6;6;25011;2501;22510;5853;5830;7829;2998;63;F96
20230101;4;6;10;12870;1416;11454;2978;2797;4153;1526;33;F97
20230201;2;3;1;8668;2600;6068;2184;971;2253;660;44;F98
20230301;2;8;4;33299;5661;27638;6080;7761;12719;1078;71;F99
20230401;4;6;7;16560;1490;15070;4672;2807;5615;1976;36;F100
20230501;5;6;5;39198;9408;29790;8937;7507;10844;2502;47;F101
20230601;2;3;9;27531;8259;19272;4625;4394;7470;2783;63;F102
20230701;4;3;8;33176;3981;29195;7883;7033;12361;1918;44;F103
20230801;4;8;10;23555;2827;20728;7462;5306;6368;1592;35;F104
20230901;3;8;2;40690;12207;28483;10254;5469;8385;4375;65;F105
20231001;5;6;1;13172;3556;9616;2885;2019;3433;1279;74;F106
20231101;4;9;9;11439;3203;8236;2883;1499;2677;1177;93;F107
20231201;4;7;8;31784;7946;23838;6198;4763;9702;3175;58;F108
20240101;2;4;1;15738;4721;11017;2975;3056;3538;1448;43;F109
20240201;2;5;1;41503;1660;39843;13945;9841;12431;3626;49;F110
20240301;1;6;6;31650;5381;26269;9194;6659;10074;342;50;F111
20240401;4;9;8;67360;11451;55909;15095;13877;24488;2449;80;F112
20240501;2;8;1;24396;7075;17321;6236;2771;5432;2882;38;F113
20240601;2;10;10;22152;2437;19715;6309;3620;7373;2413;39;F114
20240701;2;3;9;24552;3192;21360;6622;3979;8401;2358;33;F115
20240801;2;3;5;38656;3866;34790;7654;6784;14653;5699;64;F116
20240901;2;5;3;39846;11555;28291;8204;5825;11851;2411;87;F117
20241001;5;3;8;24380;3169;21211;6575;5415;6733;2488;53;F118
20241101;5;6;9;17292;2421;14871;3123;4112;6696;940;44;F119
20241201;5;7;5;63518;3811;59707;17315;13565;24587;4240;91;F120
20230101;5;7;7;43615;872;42743;8976;10805;17897;5065;65;F121
20230201;1;9;2;5548;1553;3995;1238;993;1406;358;38;F122
20230301;1;6;1;60228;10239;49989;12497;13122;18371;5999;84;F123
20230401;2;1;10;44775;12537;32238;7092;6789;10813;7544;75;F124
20230501;2;6;8;31278;9383;21895;8101;3862;6483;3449;39;F125
20230601;2;10;4;61831;17313;44518;9349;14068;18991;2110;77;F126
20230701;5;1;5;30625;8269;22356;7825;5812;7992;727;49;F127
20230801;4;6;6;28770;575;28195;9586;5211;10421;2977;35;F128
20230901;4;7;2;19215;1153;18062;5238;3206;6797;2821;61;F129
20231001;1;2;3;27060;8118;18942;3788;4243;9092;1819;82;F130
20231101;5;5;10;67872;8823;59049;12400;16794;26590;3265;96;F131
20231201;2;5;5;7812;859;6953;1460;2032;2637;824;42;F132
20240101;4;5;7;20770;1039;19731;4538;5773;8812;608;62;F133
20240201;3;9;9;21756;870;20886;4177;4511;10025;2173;49;F134
20240301;1;10;10;63336;3167;60169;20457;9928;17076;12708;78;F135
20240401;4;10;8;9760;1952;7808;2108;1596;2565;1539;61;F136
20240501;4;5;1;30452;609;29843;6267;5894;12495;5187;92;F137
20240601;1;6;9;46330;10193;36137;11564;8846;11549;4178;82;F138
20240701;3;8;3;42486;11896;30590;7953;7017;13129;2491;97;F139
20240801;4;2;1;41712;5840;35872;10044;6974;10589;8265;88;F140
20240901;4;9;9;32263;4194;28069;8421;6680;10413;2555;77;F141
20241001;1;8;10;23275;3026;20249;6885;4009;7751;1604;95;F142
20241101;2;5;7;18938;2083;16855;4382;4366;6611;1496;34;F143
20241201;3;3;9;25346;3042;22304;7137;4550;8797;1820;38;F144
20230101;4;1;4;64554;15493;49061;18643;9734;18251;2433;87;F145
20230201;2;5;9;8880;888;7992;1918;2187;3341;546;60;F146
20230301;2;6;7;21390;3422;17968;6828;4122;5013;2005;30;F147
20230401;1;7;7;29815;3876;25939;7782;4902;7263;5992;89;F148
20230501;3;2;7;35868;2869;32999;10560;8527;12790;1122;98;F149
20230601;3;5;1;24738;990;23748;6887;6407;7419;3035;42;F150
20230701;1;9;5;49220;3445;45775;10071;13210;20708;1786;92;F151
20230801;3;3;8;19176;4410;14766;3839;3497;4371;3059;68;F152
20230901;5;1;8;82962;22400;60562;20591;11991;18387;9593;99;F153
20231001;2;2;7;61838;18551;43287;15583;7480;15514;4710;98;F154
20231101;1;5;3;44538;4008;40530;12970;7992;16536;3032;78;F155
20231201;4;2;6;31515;5673;25842;7753;6693;10130;1266;55;F156
20240101;3;1;5;50340;11075;39265;9816;11485;17669;295;60;F157
20240201;3;6;5;19044;2285;16759;4860;4403;6901;595;69;F158
20240301;3;8;7;9078;2451;6627;2187;1510;1998;932;34;F159
20240401;5;2;8;60192;3010;57182;15439;15445;22541;3757;96;F160
20240501;4;6;6;23328;2799;20529;4311;5514;7785;2919;72;F161
20240601;5;6;7;29184;1459;27725;7763;4991;11578;3393;38;F162
20240701;3;1;7;8424;674;7750;2403;2139;2246;962;54;F163
20240801;5;2;6;12960;3629;9331;2986;2411;3680;254;72;F164
20240901;1;2;9;12617;3659;8958;1792;2436;3726;1004;31;F165
20241001;1;1;5;27687;5814;21873;4375;5949;9099;2450;33;F166
20241101;5;6;5;36049;7931;28118;10122;4499;8458;5039;47;F167
20241201;2;1;2;32838;2299;30539;8551;8575;11214;2199;78;F168
20230101;4;7;3;21170;1059;20111;5430;4992;7634;2055;73;F169
20230201;1;10;8;44488;1780;42708;10250;12334;17527;2597;67;F170
20230301;4;1;9;30439;1826;28613;10015;4650;7997;5951;61;F171
20230401;2;6;9;35518;10655;24863;6713;7260;8531;2359;59;F172
20230501;3;3;7;24320;5837;18483;6654;2957;5441;3431;76;F173
20230601;1;5;8;41354;3308;38046;7990;9017;17733;3306;58;F174
20230701;2;9;10;40426;4043;36383;10551;7750;11108;6974;82;F175
20230801;4;10;4;9504;760;8744;2798;2259;3270;417;48;F176
20230901;4;7;4;17520;1402;16118;5641;3981;4191;2305;30;F177
20231001;5;8;6;35046;8762;26284;5520;6229;9551;4984;66;F178
20231101;2;5;10;25047;7013;18034;4509;4463;6086;2976;33;F179
20231201;5;2;6;12852;900;11952;4422;2410;3916;1204;51;F180
20240101;4;5;2;12922;1292;11630;3140;3226;4924;340;71;F181
20240201;5;10;10;46252;12951;33301;6660;8792;14386;3463;62;F182
20240301;3;8;2;14335;3870;10465;3244;2888;3755;578;47;F183
20240401;4;2;9;77740;11661;66079;15859;15066;28123;7031;92;F184
20240501;1;2;3;24948;2495;22453;7185;5191;8245;1832;99;F185
20240601;1;2;9;15879;3335;12544;4014;3156;4947;427;67;F186
20240701;4;3;6;9955;2987;6968;1672;2118;2436;742;55;F187
20240801;4;4;1;26864;4836;22028;5948;4181;7879;4020;46;F188
20240901;5;9;8;45784;1831;43953;10549;10689;15700;7015;97;F189
20241001;4;3;5;54855;10422;44433;12886;11672;12934;6941;69;F190
20241101;5;6;5;32101;3531;28570;8000;5143;10079;5348;47;F191
20241201;4;4;3;65946;10551;55395;18834;12796;16452;7313;87;F192
20230101;3;1;1;26979;2158;24821;6702;5979;9965;2175;51;F193
20230201;3;10;9;8556;428;8128;1869;1878;2942;1439;69;F194
20230301;5;1;10;62389;7487;54902;12627;15219;19447;7609;89;F195
20230401;1;5;7;45492;1365;44127;13679;7612;13397;9439;68;F196
20230501;1;7;5;72944;11671;61273;12255;17646;26960;4412;97;F197
20230601;3;5;7;21181;6142;15039;3158;3802;5703;2376;59;F198
20230701;4;2;7;25823;5681;20142;4834;5205;8113;1990;31;F199
20230801;2;9;10;22624;5656;16968;6448;4208;6312;0;32;F200
20230901;3;6;10;8132;1870;6262;1440;1736;2266;820;38;F201
20231001;5;5;8;54000;6480;47520;12355;14066;14066;7033;75;F202
20231101;5;7;9;34866;3487;31379;10669;6420;10148;4142;78;F203
20231201;5;7;3;13608;272;13336;4268;3355;5078;635;56;F204
20240101;5;8;3;25160;7296;17864;4645;3305;7138;2776;37;F205
20240201;5;9;8;22525;2928;19597;6859;4331;5987;2420;53;F206
20240301;1;8;9;30592;2447;28145;9851;4574;9330;4390;64;F207
20240401;2;10;8;27206;1088;26118;8358;5506;7992;4262;61;F208
20240501;2;4;8;62928;18878;44050;15418;9449;15461;3722;76;F209
20240601;3;8;9;26486;530;25956;5451;5741;10663;4101;34;F210
20240701;4;2;9;40278;11278;29000;7830;6563;12702;1905;49;F211
20240801;1;10;6;18907;5483;13424;3624;3822;4508;1470;37;F212
20240901;4;4;7;59348;13650;45698;12795;12174;19413;1316;74;F213
20241001;1;7;7;34848;8364;26484;5826;7024;9916;3718;44;F214
20241101;5;2;9;10272;616;9656;3669;1976;2934;1077;96;F215
20241201;2;4;2;29680;2078;27602;6901;5175;11386;4140;56;F216
20230101;3;10;5;15312;3981;11331;3059;2151;3971;2150;44;F217
20230201;1;10;7;36448;8019;28429;8813;6866;11181;1569;68;F218
20230301;1;6;6;38394;9982;28412;6251;5983;12410;3768;79;F219
20230401;3;6;5;7866;1809;6057;1635;1503;1946;973;46;F220
20230501;2;7;7;46500;6510;39990;13597;10293;13197;2903;75;F221
20230601;4;10;10;10323;619;9704;2717;1886;3424;1677;93;F222
20230701;2;4;2;6251;1813;4438;1465;1011;1338;624;47;F223
20230801;4;1;4;6794;136;6658;2397;1236;2258;767;43;F224
20230901;2;4;8;12915;646;12269;2699;2680;4402;2488;45;F225
20231001;1;1;3;52644;9476;43168;10360;12139;13779;6890;82;F226
20231101;1;1;6;6972;1116;5856;1230;1573;1989;1064;42;F227
20231201;2;7;5;16781;3860;12921;4652;2481;4052;1736;97;F228
20240101;3;5;10;39303;8647;30656;7357;9087;10019;4193;99;F229
20240201;1;8;2;24790;5454;19336;4641;4115;8376;2204;74;F230
20240301;1;4;2;33462;2342;31120;11514;6274;8431;4901;66;F231
20240401;1;1;10;54240;3254;50986;13766;14516;15260;7444;96;F232
20240501;3;8;7;11010;551;10459;2929;1883;3238;2409;30;F233
20240601;4;6;10;34056;4087;29969;11388;4645;7804;6132;43;F234
20240701;5;2;1;40915;12275;28640;9165;5648;11685;2142;49;F235
20240801;5;3;8;7314;146;7168;2079;1985;2646;458;53;F236
20240901;2;8;1;17094;342;16752;3350;4289;5495;3618;33;F237
20241001;5;6;9;36102;2527;33575;6715;8595;13699;4566;66;F238
20241101;3;3;5;9112;1093;8019;1925;2194;2559;1341;68;F239
20241201;3;4;4;18486;370;18116;4167;5440;6417;2092;78;F240
20230101;4;9;4;29480;4127;25353;8366;5436;9683;1868;55;F241
20230201;3;5;10;37076;5561;31515;10085;5786;9644;6000;46;F242
20230301;5;7;6;15159;2880;12279;3684;2836;5157;602;31;F243
20230401;3;8;9;59614;17884;41730;9598;12210;17994;1928;82;F244
20230501;3;1;8;8550;1454;7096;2555;1635;1816;1090;45;F245
20230601;1;6;2;35200;4576;30624;11637;5886;9304;3797;100;F246
20230701;1;10;4;20124;5635;14489;3912;3490;6135;952;43;F247
20230801;3;4;8;24568;6633;17935;5739;4634;4878;2684;37;F248
20230901;4;8;10;54126;14073;40053;10414;7410;15709;6520;97;F249
20231001;5;6;4;61722;11110;50612;11641;12081;20655;6235;81;F250
20231101;2;5;4;33368;6340;27028;8379;5968;9884;2797;86;F251
20231201;5;2;7;24882;4976;19906;4977;4628;7465;2836;87;F252
20240101;2;8;1;33210;8635;24575;8356;4379;9731;2109;41;F253
20240201;1;5;2;44145;5297;38848;11266;10481;13239;3862;81;F254
20240301;5;7;2;52992;1060;51932;19734;11913;13523;6762;96;F255
20240401;4;5;5;4794;192;4602;1243;1142;1747;470;47;F256
20240501;2;7;4;25270;1516;23754;8314;3860;9264;2316;38;F257
20240601;1;6;10;24459;4403;20056;5816;4414;8259;1567;31;F258
20240701;1;6;2;17600;2816;14784;5322;2460;3879;3123;32;F259
20240801;4;10;6;19092;1909;17183;5670;4605;5526;1382;37;F260
20240901;1;5;4;68409;10945;57464;12642;12102;19273;13447;99;F261
20241001;3;3;1;32580;9448;23132;7634;5889;7594;2015;90;F262
20241101;1;7;3;36777;8459;28318;9628;5981;11214;1495;69;F263
20241201;2;4;1;17226;861;16365;5728;3617;6382;638;58;F264
20230101;1;2;3;8500;2295;6205;1675;1676;2310;544;85;F265
20230201;5;8;7;17596;1408;16188;3238;4533;7770;647;53;F266
20230301;3;8;7;46280;3702;42578;12773;10730;11922;7153;89;F267
20230401;5;2;8;60268;16875;43393;11282;11881;19267;963;76;F268
20230501;4;1;8;10998;2310;8688;2346;2537;2600;1205;39;F269
20230601;3;5;10;20922;2301;18621;4283;3728;6882;3728;66;F270
20230701;4;3;6;69020;17255;51765;19671;9949;15084;7061;85;F271
20230801;2;6;6;29952;8986;20966;5032;5099;9401;1434;48;F272
20230901;1;9;6;20845;2085;18760;6003;4848;6889;1020;55;F273
20231001;3;5;10;20406;5102;15304;4132;4022;5363;1787;57;F274
20231101;4;3;7;10956;219;10737;2684;2174;3221;2658;44;F275
20231201;5;6;1;34560;2765;31795;10492;5965;10225;5113;90;F276
20240101;2;10;1;21681;434;21247;6799;5346;6646;2456;99;F277
20240201;5;5;9;39216;1176;38040;13314;8654;10138;5934;57;F278
20240301;1;4;5;19680;1771;17909;3940;4470;7264;2235;48;F279
20240401;5;8;2;47190;11326;35864;9683;10211;15185;785;65;F280
20240501;1;8;8;13296;2127;11169;2457;2265;4008;2439;48;F281
20240601;1;7;10;11440;1487;9953;2588;2725;3462;1178;55;F282
20240701;1;6;7;36975;10723;26252;6038;6873;11320;2021;87;F283
20240801;3;4;9;36835;8472;28363;6807;5605;10994;4957;53;F284
20240901;4;3;9;8100;729;7371;1843;2101;2432;995;36;F285
20241001;4;8;9;22575;452;22123;5973;5330;9690;1130;75;F286
20241101;5;6;9;12800;2432;10368;3318;2820;3666;564;40;F287
20241201;2;6;10;14742;295;14447;4912;3623;5530;382;42;F288
20230101;3;5;10;16188;4695;11493;2414;3359;4903;817;38;F289
20230201;5;7;10;18655;3544;15111;5742;3560;4122;1687;91;F290
20230301;5;2;3;68724;1374;67350;22899;12002;21336;11113;92;F291
20230401;2;3;5;19998;3800;16198;3726;3243;5987;3242;33;F292
20230501;3;6;4;24966;6990;17976;5213;4850;5743;2170;73;F293
20230601;2;2;4;8685;261;8424;2780;2201;2314;1129;45;F294
20230701;3;8;3;25641;3333;22308;8031;4426;8566;1285;63;F295
20230801;3;5;2;32996;5279;27717;8592;6885;11093;1147;73;F296
20230901;2;2;1;18900;5103;13797;3587;3063;4799;2348;45;F297
20231001;4;7;3;26386;3958;22428;5831;4647;6805;5145;79;F298
20231101;1;1;7;45687;5026;40661;11792;8661;13568;6640;97;F299
20231201;4;4;5;26460;2117;24343;5112;7115;8269;3847;35;F300
20240101;4;9;9;55080;3305;51775;15015;12131;15439;9190;85;F301
20240201;1;8;3;18368;5143;13225;3571;3379;4151;2124;32;F302
20240301;5;3;3;24500;1960;22540;4959;5450;9142;2989;49;F303
20240401;3;9;1;17963;1617;16346;4904;3433;5721;2288;71;F304
20240501;2;6;8;10112;1820;8292;2405;2237;3238;412;79;F305
20240601;3;1;10;63333;1900;61433;17816;14394;19628;9595;93;F306
20240701;5;7;6;44073;7933;36140;8674;9064;11810;6592;59;F307
20240801;4;1;8;16678;500;16178;4853;4417;5436;1472;31;F308
20240901;2;2;2;39273;5105;34168;7517;9861;11193;5597;57;F309
20241001;1;6;6;28888;8089;20799;5408;4463;8157;2771;46;F310
20241101;2;10;9;38285;10337;27948;5869;7065;11702;3312;65;F311
20241201;5;5;2;76950;20777;56173;21346;10448;16020;8359;95;F312
20230101;3;7;9;9472;1042;8430;2782;1525;2711;1412;74;F313
20230201;1;1;4;36942;7758;29184;9047;7652;10471;2014;94;F314
20230301;2;9;5;16092;805;15287;3516;3296;6827;1648;36;F315
20230401;3;7;1;10205;1735;8470;2541;2016;2727;1186;65;F316
20230501;4;4;5;4686;656;4030;927;1148;1396;559;33;F317
20230601;4;9;1;25685;6935;18750;4688;4640;6890;2532;55;F318
20230701;2;9;3;25677;7703;17974;5752;4278;7333;611;81;F319
20230801;3;10;10;15028;1353;13675;3282;3638;4261;2494;34;F320
20230901;2;3;6;12740;2038;10702;3104;2203;4179;1216;70;F321
20231001;5;5;5;60102;13823;46279;11107;13365;17938;3869;81;F322
20231101;4;9;10;37146;743;36403;10557;6462;10338;9046;82;F323
20231201;1;5;10;22815;2282;20533;4723;4111;7747;3952;39;F324
20240101;3;7;5;54144;7039;47105;16958;8441;12059;9647;64;F325
20240201;1;9;5;10455;1464;8991;2697;2266;3588;440;41;F326
20240301;2;9;4;11327;2945;8382;2766;1909;2303;1404;47;F327
20240401;2;9;9;14658;1612;13046;3392;2607;5792;1255;42;F328
20240501;3;4;7;41610;6242;35368;10257;6780;11551;6780;73;F329
20240601;4;5;2;35280;2822;32458;6492;6492;13243;6231;84;F330
20240701;3;4;1;76632;2299;74333;20813;18197;26225;9098;93;F331
20240801;3;4;3;41439;3315;38124;8387;10705;12192;6840;57;F332
20240901;3;8;10;70122;1402;68720;24739;13194;19352;11435;93;F333
20241001;1;4;4;46028;7364;38664;13919;9403;11135;4207;74;F334
20241101;4;9;3;37303;7461;29842;6565;8147;12104;3026;73;F335
20241201;3;10;5;18240;4560;13680;4651;2618;4876;1535;30;F336
20230101;1;8;1;7680;1229;6451;2258;1509;1929;755;64;F337
20230201;3;10;8;27553;7439;20114;4626;4027;8054;3407;59;F338
20230301;3;3;10;11800;3186;8614;1981;2322;3184;1127;40;F339
20230401;4;1;9;22194;1332;20862;6676;5107;6526;2553;54;F340
20230501;5;3;5;50592;6577;44015;9683;12016;15106;7210;68;F341
20230601;1;7;1;78020;1560;76460;25232;13319;27663;10246;94;F342
20230701;3;8;3;55500;12765;42735;11538;10295;16222;4680;100;F343
20230801;1;9;10;12512;1752;10760;4089;1734;3736;1201;32;F344
20230901;4;10;4;49044;9318;39726;9534;9661;12379;8152;61;F345
20231001;2;8;1;79610;21495;58115;16272;14645;19248;7950;95;F346
20231101;1;2;6;17556;5091;12465;4487;2154;3431;2393;38;F347
20231201;1;5;6;14976;1198;13778;4685;2455;3728;2910;32;F348
20240101;3;8;1;10508;420;10088;3127;2506;3411;1044;71;F349
20240201;2;3;3;43260;3028;40232;12070;10983;14926;2253;70;F350
20240301;4;7;6;42066;7572;34494;6899;11038;15177;1380;57;F351
20240401;4;7;3;14400;720;13680;3010;3948;5548;1174;72;F352
20240501;2;3;6;18662;4106;14556;3493;3319;4646;3098;43;F353
20240601;1;3;7;42570;1703;40867;8582;8717;17111;6457;55;F354
20240701;5;4;1;28294;7922;20372;7741;4926;6189;1516;94;F355
20240801;4;2;9;24096;4819;19277;5783;5128;6477;1889;48;F356
20240901;4;7;8;26082;1043;25039;9264;5521;9307;947;69;F357
20230101;5;5;3;65330;1307;64023;16006;16806;28810;2401;94;F358
20230201;5;2;2;46546;12102;34444;11367;9231;13154;692;74;F359
20230301;5;9;7;63720;7646;56074;17383;14316;18572;5803;90;F360
20230401;1;10;5;16796;504;16292;5376;3384;6113;1419;34;F361
20230501;4;10;7;30668;5520;25148;7293;5892;10534;1429;41;F362
20230601;2;6;7;31878;3188;28690;9181;5072;9559;4878;77;F363
20230701;5;3;8;45318;13142;32176;12227;6982;10772;2195;83;F364
20230801;2;5;2;19195;4415;14780;3399;3983;6487;911;55;F365
20230901;2;7;4;27432;3018;24414;7324;6494;8545;2051;72;F366
20231001;4;8;2;82900;17409;65491;24232;14028;21042;6189;100;F367
20231101;3;5;7;25833;1550;24283;5342;7576;8334;3031;79;F368
20231201;2;2;1;64400;18032;46368;13910;10387;19150;2921;100;F369
20240101;3;3;4;60450;15717;44733;8947;12525;15388;7873;78;F370
20240201;3;5;6;24922;2741;22181;4436;6388;10647;710;34;F371
20240301;5;3;10;5644;621;5023;1306;1338;1859;520;34;F372
20240401;4;2;4;19570;1566;18004;5761;3918;6979;1346;38;F373
20240501;1;3;6;32340;6145;26195;8906;6570;7607;3112;66;F374
20240601;3;3;8;3990;519;3471;972;650;1000;849;38;F375
20240701;3;6;10;61834;2473;59361;18996;12513;16953;10899;86;F376
20240801;1;6;3;58590;4101;54489;17981;9857;16794;9857;70;F377
20240901;5;6;2;20200;4444;15756;3939;3191;4845;3781;40;F378
20241001;4;3;5;56295;14074;42221;9289;8233;13173;11526;81;F379
20241101;5;3;4;24244;5091;19153;4597;4949;7860;1747;58;F380
20241201;2;10;2;20140;5438;14702;3823;3481;5766;1632;53;F381
20230101;2;5;9;17816;1603;16213;3405;3586;5507;3715;34;F382
20230201;3;4;7;46160;5539;40621;11780;9229;14997;4615;80;F383
20230301;1;5;7;42100;1684;40416;10508;10767;15851;3290;50;F384
20230401;1;1;10;18088;4884;13204;3037;3965;6100;102;56;F385
20230501;3;3;6;32604;2608;29996;5999;8639;11759;3599;44;F386
20230601;3;9;6;33480;5022;28458;10529;5020;10040;2869;45;F387
20230701;4;1;5;36200;1810;34390;11349;8525;11751;2765;100;F388
20230801;1;1;4;20475;3686;16789;5876;3165;6111;1637;63;F389
20230901;5;3;2;4235;889;3346;1004;703;1007;632;35;F390
20231001;5;8;1;62560;11261;51299;14364;11450;17729;7756;80;F391
20231101;4;4;10;66700;4002;62698;15675;14577;25392;7054;92;F392
